words	labels	sentence_id
on	O	169
the	O	169
roots	O	169
of	O	169
trees,	O	169
in	O	169
the	O	169
case	O	169
of	O	169
lathraea	B	169
clandestina	I	169
on	O	169
willow	O	169
or	O	169
poplar	O	169
Red	B	170
spider	I	170
mite	O	170
may	O	170
be	O	170
a	O	170
problem	O	170
dahlia	O	171
‘HS	B	171
Kiss’	I	171
See	O	172
iris	B	172
sibirica	I	172
‘Soft	O	172
Blue’	O	172
See	O	173
plumbago	B	173
auriculata	I	173
‘Ice	B	174
Princess’,	I	174
H	O	174
6in	O	174
(15cm),	O	174
S	O	174
14in	O	174
(35cm),	O	174
has	O	174
white	O	174
flowers	O	174
held	O	174
erect	O	174
on	O	174
bright	O	174
green	O	174
foliage	O	174
paeonia	O	175
‘Coral	B	175
Charm’,	I	175
illus	O	175
coriaria	O	176
‘Rum	B	176
Punch’,	I	176
illus	O	176
Has	O	177
divided,	O	177
hairy,	O	177
silver	O	177
leaves	O	177
and	O	177
dense,	O	177
flat	O	177
heads	O	177
of	O	177
small,	O	177
yellow	O	177
flowers	O	177
in	O	177
summer	O	177
H	O	178
80ft	O	178
(25m),	O	178
S	O	178
50ft	O	178
(15m)	O	178
Red	B	179
spider	I	179
mite	O	179
may	O	179
be	O	179
troublesome	O	179
‘Double	B	180
Trouble’,	I	180
illus	O	180
juglans	B	181
microcarpa,	I	181
syn	O	181
‘Golden	B	182
Starlet’	I	182
(illus	O	182
Upright	O	183
conifer	O	183
with	O	183
a	O	183
conical	O	183
crown;	O	183
old	O	183
trees	O	183
have	O	183
massive,	O	183
spreading,	O	183
erect	O	183
branches	O	183
Only	O	184
one	O	184
species,	O	184
gomphrena	B	184
globosa,	I	184
is	O	184
usually	O	184
cultivated;	O	184
its	O	184
flower	O	184
heads	O	184
are	O	184
good	O	184
for	O	184
cutting	O	184
and	O	184
drying	O	184
‘Swan	B	185
Lake’	I	185
(illus	O	185
peperomia	O	186
‘Russian	B	186
River’,	I	186
illus	O	186
‘Douler	B	187
Angevine’,	I	187
illus	O	187
‘Teddy	B	188
Bear’,	I	188
illus	O	188
heuchera	O	189
‘Black	B	189
Beauty’,	I	189
illus	O	189
narcissus	O	190
‘Albus	O	190
Plenus	O	190
Odoratus’,	O	190
narcissus	O	190
poeticus	O	190
‘Flore	B	190
Pleno’	I	190
Div	O	190
Aphids,	O	191
red	B	191
spider	I	191
mite	O	191
and	O	191
whitefly	O	191
may	O	191
be	O	191
troublesome	O	191
abutilon	O	192
striatum	O	192
Z11	O	193
H11–10	O	193
narcissus	O	194
‘Bridal	B	194
Crown’,	I	194
Div	O	194
257)	B	195
produces	I	195
flowers	I	195
in	O	195
shades	O	195
of	O	195
rich	O	195
purplish-pink	O	195
‘Snow	B	196
Queen’	I	196
(illus	O	196
Red	B	197
spider	I	197
mite	O	197
may	O	197
be	O	197
troublesome	O	197
‘Winter	B	198
Beauty’	I	198
is	O	198
a	O	198
semievergreen,	O	198
bushy,	O	198
dense	O	198
shrub	O	198
peperomia	O	199
‘Hopleys	B	199
Variegated’,	I	199
illus	O	199
See	O	200
juglans	B	200
microcarpa	I	200
ACANTHUS	O	201
ACANTHACEAE	O	201
Genus	O	201
of	O	201
perennials,	O	201
some	O	201
of	O	201
which	O	201
are	O	201
semievergreen,	O	201
grown	O	201
for	O	201
their	O	201
large,	O	201
deeply	O	201
cut	O	201
leaves	O	201
and	O	201
their	O	201
spikes	O	201
of	O	201
flowers	O	201
H	I	202
3ft	O	202
(1m),	O	202
S	O	202
18in	O	202
(45cm)	O	202
H	O	203
3ft	O	203
(1m)	O	203
or	O	203
more,	O	203
S	O	203
16in	O	203
(40cm)	O	203
scabiosa	B	204
lucida,	I	204
illus	O	204
acacia	O	205
baileyana,	O	205
illus	O	205
See	O	206
platycodon	B	206
grandiflorus	I	206
var	O	206
dahlia	O	207
‘New	B	207
Dimension’	I	207
(illus	O	207
See	O	208
colletia	B	208
paradoxa	I	208
‘Gold	B	209
Dust’	I	209
has	O	209
gold-speckled,	O	209
dark	O	209
green	O	209
leaves	O	209
acacia	O	210
juniperina	O	210
‘Kelwayi’	O	211
(illus	O	211
daphne	O	212
‘Yellow	B	212
Hammer’	I	212
(illus	O	212
‘Pink	B	213
Pearl’	I	213
has	O	213
a	O	213
dense	O	213
spike	O	213
of	O	213
carminepink	O	213
flowers	O	213
H	I	214
4in	I	214
(10cm),	O	214
S	O	214
8in	O	214
(20cm)	O	214
or	O	214
more	O	214
cyclamen	B	215
mirabile,	I	215
illus	O	215
Double,	O	216
white	O	216
flowers	O	216
are	O	216
feathered	O	216
with	O	216
deep	B	216
red	I	216
japonica	O	217
‘Bressingham	B	217
Glow’,	I	217
syn	O	217
elatostema	B	218
repens	I	218
var	O	218
‘Flore	B	219
Pleno’	I	219
is	O	219
a	O	219
low-growing,	O	219
rhizomatous	O	219
perennial	O	219
‘Purple	B	220
Rain’	I	220
(illus	O	220
238),	O	221
H	B	221
4ft	I	221
(1	I	221
See	O	222
dianthus	O	222
Star	O	222
Series	O	222
‘Brilliant	B	222
Star’	I	222
See	O	223
penstemon	O	223
‘Cherry	B	223
Ripe’	I	223
‘Silver	B	224
Comet’	I	224
illus	O	224
Z7–9	O	225
H9–7	O	225
lilium	O	226
‘Casa	B	226
Blanca’,	I	226
illus	O	226
‘Loddon	B	227
Gold’	I	227
illus	O	227
artemisia	B	228
alba	I	228
‘Canescens’,	O	228
syn	O	228
euonymus	B	229
fortunei	I	229
See	O	230
Chamaemelum	B	230
nobile	I	230
‘Kashmir	B	231
White’,	I	231
syn	O	231
globba	O	232
‘White	B	232
Ice’,	I	232
illus	O	232
‘Golden	B	233
Hornet’	I	233
Red	B	234
spider	I	234
mite	O	234
may	O	234
cause	O	234
problems	O	234
See	O	235
Oncidium	B	235
Memoria	I	235
Commander	O	235
Wiggs	O	235
gx	O	235
‘Kay’	O	235
acaena	O	236
anserinifolia	O	236
abies	O	237
amabilis	O	237
(Pacific	O	237
fir)	O	237
See	O	238
lobelia	B	238
cardinalis	I	238
Z4–8	O	239
H8–1	O	239
acaena	O	240
‘Pewter’	O	240
hosta	O	241
‘Ground	B	241
Master’,	I	241
illus	O	241
‘Lance	B	242
Corporal’	I	242
(illus	O	242
crocus	O	243
‘Blue	B	243
Pearl’,	I	243
illus	O	243
See	O	244
ilex	O	244
aquifolium	O	244
‘Silver	B	244
Milkmaid’	I	244
See	O	245
ilex	O	245
aquifolium	O	245
‘Silver	B	245
Queen’	I	245
Carnations	O	246
and	O	246
pinks	O	246
(see	O	246
below)	O	246
are	O	246
excellent	O	246
for	O	246
cut	O	246
flowers	O	246
and	O	246
border	O	246
decoration,	O	246
the	O	246
biennial	O	246
dianthus	B	246
barbatus	I	246
is	O	246
suitable	O	246
for	O	246
bedding	O	246
and	O	246
smaller,	O	246
tuft-forming	O	246
species	O	246
and	O	246
cultivars	O	246
are	O	246
good	O	246
for	O	246
rock	O	246
gardens	O	246
‘Green	B	247
Goddess’	I	247
populus	B	248
alba	I	248
‘Pyramidalis’	O	248
is	O	248
a	O	248
vigorous,	O	248
deciduous,	O	248
upright	O	248
tree	O	248
H	O	249
to	O	249
3ft	O	249
(1m),	O	249
S	B	249
indefinite	I	249
Red	B	250
spider	I	250
mite	O	250
and	O	250
mealy	O	250
bug	O	250
may	O	250
be	O	250
problematic	O	250
acanthus	O	251
hungaricus,	O	251
syn	O	251
See	O	252
potentilla	B	252
fruticosa	I	252
var	O	252
‘Alba	B	253
Plena’,	I	253
H	O	253
and	O	253
S	O	253
to	O	253
30in	O	253
(75cm),	O	253
has	O	253
double,	O	253
white	O	253
flowers	O	253
that	O	253
are	O	253
sometimes	O	253
tinged	O	253
with	O	253
pink	O	253
Has	O	254
3-	O	254
or	O	254
5-lobed,	O	254
glossy,	O	254
dark	O	254
green	O	254
leaves	O	254
that	O	254
become	O	254
intense	O	254
red	O	254
in	O	254
fall,	O	254
particularly	O	254
on	O	254
neutral	O	254
to	O	254
acid	O	254
soil	O	254
Z5–8	O	255
H8–5	O	255
diascia	I	256
‘Salmon	B	256
Supreme’,	I	256
illus	O	256
Propagate	O	257
by	O	257
seed	O	257
or	O	257
division	O	257
in	O	257
early	O	257
fall	O	257
or	O	257
spring,	O	257
or	O	257
by	O	257
root	O	257
cuttings	O	257
in	O	257
winter	O	257
Has	O	258
feathery,	O	258
dark	O	258
green,	O	258
basal	O	258
leaves	O	258
achillea	O	259
aegyptica	O	259
‘Red	B	260
Army’,	I	260
illus	O	260
pandanus	O	261
‘Pillow	B	261
Talk’,	I	261
illus	O	261
See	O	262
acantholimon	O	262
shirasawanum	O	262
‘Aureum’	O	262
‘Heart	O	263
of	O	263
Darkness’,	O	263
H	O	263
and	O	263
S	O	263
16in	O	263
(40cm),	O	263
has	O	263
green	O	263
leaves,	O	263
each	O	263
with	O	263
a	O	263
large	O	263
dark	O	263
purple	O	263
central	O	263
zone	B	263
surrounded	I	263
by	I	263
silver-gray,	O	263
and	O	263
produces	O	263
white	O	263
flowers	O	263
heptalobum	O	264
‘Rubrum’,	O	264
illus	O	264
H	O	265
10–15ft	O	265
(3–5m),	O	265
S	O	265
10–12ft	O	265
(3–4m)	O	265
Has	O	266
brown-green	O	266
leaves,	O	266
divided	O	266
into	O	266
9–13	O	266
oval,	O	266
toothed	O	266
leaflets	O	266
Red	B	267
spider	I	267
mite	O	267
may	O	267
be	O	267
a	O	267
nuisance	O	267
Has	O	268
feathery,	O	268
dark	O	268
green,	O	268
basal	O	268
leaves	O	268
Red	B	269
spider	I	269
mite	O	269
may	O	269
be	O	269
a	O	269
nuisance	O	269
iris	B	270
versicolor,	I	270
illus	O	270
dendrobium	B	271
nobile	I	271
(illus	O	271
prunus	B	272
pendula	I	272
‘Pendula	O	272
Rubra’	O	272
Propagate	O	273
blechnum	B	273
penna-marina	I	273
by	O	273
division	O	273
in	O	273
spring,	O	273
other	O	273
species	O	273
by	O	273
spores	O	273
in	O	273
late	O	273
summer	O	273
mitchella	B	274
repens	I	274
(Partridgeberry)	O	274
cymbalaria	O	275
Portelet	O	275
Bay	B	275
gx,	I	275
illus	O	275
x	I	276
Brassolaeliocattleya	O	276
Hetherington	O	276
Horace	O	276
gx	O	276
‘Coronation’	O	276
k	O	277
j	O	277
‘Green	B	277
Jade’,	I	277
illus	O	277
See	O	278
potentilla	B	278
fruticosa	I	278
‘Gold	O	278
Drop’	O	278
acantholimon	O	279
palmatum	O	279
‘Ornatum’	O	279
illus	O	279
hosta	O	280
‘Dream	B	280
Weaver’,	I	280
illus	O	280
H	I	281
30in	O	281
(75cm),	O	281
S	O	281
2ft	O	281
(60cm)	O	281
Has	O	282
single,	O	282
light	B	282
pink	I	282
flowers,	O	282
to	O	282
3in	O	282
(8cm)	O	282
wide,	O	282
in	O	282
early	O	282
fall	O	282
paliurus	B	283
spina-christi	I	283
is	O	283
also	O	283
grown	O	283
for	O	283
its	O	283
religious	O	283
association,	O	283
reputedly	O	283
being	O	283
the	O	283
plant	O	283
from	O	283
which	O	283
Christ’s	O	283
crown	O	283
of	O	283
thorns	O	283
was	O	283
made	O	283
H	O	284
70ft	O	284
(20m),	O	284
S	O	284
50ft	O	284
(15m)	O	284
LITTLE	B	285
LADY	I	285
Giantflowered	O	286
decorative	B	286
dahlia	I	286
Has	O	287
oval,	O	287
deeply	O	287
cut,	O	287
rigid,	O	287
basal	O	287
leaves	O	287
and	O	287
hairy	O	287
stems	O	287
campsis	O	288
radicans	O	288
‘Yellow	B	288
Trumpet’	I	288
illus	O	288
Red	B	289
spider	I	289
mite	O	289
and	O	289
whitefly	O	289
may	O	289
cause	O	289
problems	O	289
‘September	B	290
Charm’	I	290
geum	O	291
‘Bell	B	291
Bank’,	I	291
illus	O	291
Prefers	O	292
sun	O	292
and	O	292
well-drained	O	292
soil	O	292
H	O	293
4ft	B	293
(1	I	293
iris	B	294
pseudacorus	I	294
‘Sulphur	B	294
Queen’,	I	294
illus	O	294
See	O	295
peltandra	B	295
virginica	I	295
T	O	296
All	O	296
parts	O	296
of	O	296
most	O	296
species,	O	296
especially	O	296
the	O	296
fruits	O	296
of	O	296
solanum	B	296
capsicastrum	I	296
and	O	296
solanum	B	296
pseudocapsicum,	I	296
can	O	296
cause	O	296
severe	O	296
discomfort	O	296
if	O	296
ingested	O	296
See	O	297
potentilla	B	297
