words	labels	sentence_id
in	O	119
summer	O	119
Upright	O	120
conifer	O	120
acaena	O	121
anserinifolia	O	121
of	O	121
gardens	O	121
See	O	122
gardenia	B	122
jasminoides	I	122
spiraea	B	123
nipponica	I	123
var	O	123
See	O	124
thymus	B	124
caespititius	I	124
juniperus	B	125
squamata	I	125
(Singleseed	O	125
juniper)	O	125
saxifraga	B	126
cotyledon	I	126
Prefers	O	127
full	O	127
sun	O	127
and	O	127
needs	O	127
fertile,	O	127
welldrained	O	127
soil;	O	127
arbutus	B	127
menziesii	I	127
requires	O	127
acid	O	127
soil	O	127
See	O	128
fittonia	B	128
albivenis	I	128
Verschaffeltii	O	128
Group	O	128
abutilon	O	129
‘Kentish	O	129
Belle’,	O	129
illus	O	129
achillea	O	130
‘Pretty	O	130
Belinda’	O	130
geranium	B	131
pratense	I	131
‘Kashmir	O	131
White’	O	131
illus	O	131
‘Allgold’	I	132
illus	O	132
See	B	133
saxifraga	I	133
x	I	133
arco-valleyi	O	133
‘Arco’	O	133
See	O	134
aloe	B	134
vera	I	134
osteospermum	B	135
ecklonis	I	135
‘Blue	O	135
Streak’	O	135
From	O	136
early	O	136
to	B	136
mid-spring,	I	136
a	I	136
profusion	O	136
of	O	136
small,	O	136
5-petaled,	O	136
pale	O	136
pink	O	136
flowers	O	136
are	O	136
produced	O	136
before	O	136
oval,	O	136
taperpointed,	O	136
dark	O	136
green	O	136
leaves,	O	136
which	O	136
turn	O	136
yellow	O	136
in	O	136
fall	O	136
larix	B	137
decidua	I	137
(European	O	137
larch),	O	137
syn	O	137
argentea,	O	138
salix	B	138
alba	I	138
‘Sericea’	O	138
(Silver	O	138
willow),	O	138
H	O	138
50ft	O	138
(15m),	O	138
S	O	138
25ft	O	138
(8m),	O	138
is	O	138
a	O	138
spreading	O	138
tree	O	138
that	O	138
is	O	138
conical	O	138
when	O	138
young	O	138
and	O	138
has	O	138
bright	O	138
silvery-gray	O	138
leaves	O	138
alopecurus	B	139
pratensis	I	139
‘Aureomarginatus’,	O	139
illus	O	139
See	O	140
dierama	B	140
pendulum	I	140
See	O	141
fagus	B	141
sylvatica	I	141
f	O	141
staphylea	B	142
holocarpa	I	142
‘Rosea’,	O	142
illus	O	142
H	O	143
and	O	143
S	O	143
20ft	O	143
(6m)	O	143
Flattened	O	144
spherical,	O	144
perennial	O	144
cactus,	O	144
ribbed	O	144
like	O	144
a	O	144
sea	B	144
urchin	I	144
acantholimon	O	145
monspessulanum	O	145
(Montpelier	O	145
maple)	O	145
solanum	B	146
pseudocapsicum	I	146
(Christmas	O	146
cherry,	O	146
Jerusalem	O	146
cherry,	O	146
Winter	O	146
cherry)	O	146
Most	O	147
species	O	147
bear	O	147
male	O	147
and	O	147
female	O	147
flowers	O	147
on	O	147
separate	O	147
plants,	O	147
so	O	147
both	O	147
sexes	O	147
must	O	147
be	O	147
grown	O	147
to	O	147
obtain	O	147
fruits;	O	147
hermaphrodite	O	147
forms	O	147
of	O	147
celastrus	B	147
orbiculatus	I	147
are	O	147
available	O	147
hypericum	B	148
empetrifolium	I	148
subsp	O	148
See	O	149
dactylorhiza	B	149
foliosa	I	149
Strong-growing,	O	150
evergreen,	O	150
rounded	O	150
shrub	O	150
In	O	151
spring,	O	151
bare	O	151
branches	O	151
are	O	151
covered	O	151
with	O	151
clusters	O	151
of	O	151
tiny,	O	151
red	O	151
flowers	O	151
See	O	152
juniperus	B	152
scopulorum	I	152
‘Skyrocket’	O	152
See	O	153
rehmannia	B	153
elata	I	153
See	O	154
wisteria	B	154
sinensis	I	154
See	O	155
mandevilla	B	155
laxa	I	155
acanthus	B	156
mollis	I	156
(Common	O	156
bear’s	O	156
breeches)	O	156
See	O	157
zinnia	B	157
haageana	I	157
‘Persian	O	157
Carpet’	O	157
campanula	B	158
takesimana	I	158
(Korean	O	158
bellflower),	O	158
illus	O	158
Z3–9	O	159
H9–1	O	159
Have	O	160
oblong,	O	160
dark	O	160
green	O	160
leaves	B	160
See	O	161
santolina	B	161
pinnata	I	161
subsp	O	161
H	B	162
70ft	I	162
(20m),	I	162
S	O	162
15ft	O	162
(5m)	O	162
grandidentatum,	O	163
syn	O	163
See	O	164
pteris	B	164
cretica	I	164
‘Albolineata’	O	164
symphoricarpos	B	165
orbiculatus	I	165
‘Variegatus’,	O	165
illus	O	165
Z7–11	O	166
H11–7	O	166
epimedium	B	167
davidii	I	167
dianthus	B	168
deltoides	I	168
See	O	169
astilbe	O	169
x	O	169
crispa	O	169
‘Perkeo’	B	169
sibirica	O	170
and	O	170
its	O	170
relatives)	O	170
and	O	170
the	O	170
Japanese	O	170
water	O	170
irises,	O	170
such	O	170
as	O	170
iris	B	170
ensata	I	170
and	O	170
iris	O	170
laevigata,	O	170
which	O	170
may	O	170
also	O	170
be	O	170
grown	O	170
as	O	170
border	O	170
plants,	O	170
but	O	170
succeed	O	170
best	O	170
in	O	170
open,	O	170
sunny,	O	170
rich,	O	170
moist	O	170
positions	O	170
Use	O	171
tepid	O	171
water	O	171
for	O	171
watering	O	171
pot-grown	O	171
plants	O	171
See	O	172
cyclamen	B	172
coum	I	172
subsp	O	172
melica	B	173
altissima	I	173
(Siberian	O	173
melick)	O	173
Whitefly	O	174
and	O	174
red	B	174
spider	I	174
mite	O	174
may	O	174
cause	O	174
problems	O	174
artemisia	B	175
schmidtiana	I	175
(Silvermound)	O	175
japonicum	O	176
‘Aureum’,	O	176
illus	O	176
grandiflora	O	177
‘Purpurea’,	O	177
tellima	B	177
grandiflora	I	177
‘Rubra	O	177
Group’,	O	177
illus	O	177
Evergreen,	O	178
bushy	O	178
shrub	O	178
Propagate	O	179
shrubs	O	179
and	O	179
climbers	O	179
by	O	179
semiripe	O	179
cuttings	O	179
in	O	179
summer,	O	179
annuals	O	179
by	O	179
seed	O	179
in	O	179
spring,	O	179
perennials	O	179
by	O	179
division	O	179
in	O	179
spring,	O	179
senecio	O	179
articulatus	O	179
and	O	179
senecio	B	179
rowleyanus	I	179
by	O	179
seed	O	179
or	O	179
stem	O	179
cuttings	O	179
in	O	179
spring	O	179
or	O	179
summer	O	179
paliurus	B	180
spina-christi	I	180
is	O	180
also	O	180
grown	O	180
for	O	180
its	O	180
religious	O	180
association,	O	180
reputedly	O	180
being	O	180
the	O	180
plant	O	180
from	O	180
which	O	180
Christ’s	O	180
crown	O	180
of	O	180
thorns	O	180
was	O	180
made	O	180
Cones	O	181
are	O	181
narrowly	O	181
cylindrical,	O	181
21/2–6in	O	181
(6–15cm)	O	181
long,	O	181
and	O	181
violet-blue	O	181
Evergreen,	O	182
rosette-forming	O	182
perennial	O	182
picea	B	183
glauca	I	183
(White	O	183
spruce)	O	183
picea	B	184
omorika	I	184
‘Gnom’	O	184
geum	B	185
coccineum	I	185
of	O	185
gardens	O	185
achillea	O	186
‘Lucky	O	186
Break’	O	186
‘Hollard’s	O	187
Gold’,	O	187
illus	O	187
Achnatherum	O	188
calamagrostis	O	188
See	O	189
hedera	B	189
helix	I	189
var	O	189
See	O	190
iris	B	190
graminea	I	190
See	O	191
hippeastrum	B	191
aulicum	I	191
lyonia	B	192
ligustrina	I	192
Is	O	193
similar	O	193
to	O	193
fritillaria	B	193
imperialis	I	193
acantholimon	O	194
henryi,	O	194
syn	O	194
glyceria	B	195
maxima	I	195
‘Variegata’,	O	195
syn	O	195
Needs	O	196
full	O	196
or	O	196
partial	O	196
shade	O	196
and	O	196
moist	O	196
but	O	196
well-drained	O	196
soil,	O	196
except	O	196
for	O	196
omphalodes	B	196
linifolia	I	196
and	O	196
omphalodes	O	196
luciliae,	O	196
which	O	196
prefer	O	196
sun	O	196
See	O	197
thymus	B	197
caespititius	I	197
H	O	198
3ft	O	198
(1m),	O	198
S	O	198
2ft	O	198
(60cm)	O	198
grandidentatum	O	199
(Sugar	O	199
maple)	O	199
is	O	199
a	O	199
deciduous,	O	199
spreading	O	199
tree	O	199
See	O	200
iris	B	200
ensata	I	200
‘Galathea’	O	200
Leaves	O	201
have	O	201
3	O	201
oval,	O	201
bluish-green	O	201
leaflets	O	201
that	O	201
turn	O	201
brilliant	O	201
red	O	201
and	O	201
yellow	O	201
in	O	201
fall	O	201
agave	B	202
americana	I	202
(Century	O	202
plant)	O	202
ilex	B	203
aquifolium	I	203
‘Waterer’s	O	203
Gold’,	O	203
H	O	203
and	O	203
S	O	203
15ft	O	203
(5m),	O	203
is	O	203
a	O	203
dense,	O	203
male	O	203
bush	O	203
with	O	203
green	O	203
young	O	203
branches	O	203
streaked	O	203
yellow	O	203
Has	O	204
feathery,	O	204
graygreen,	O	204
basal	O	204
leaves	O	204
Makes	O	205
an	O	205
excellent	O	205
alpine	O	205
house	O	205
plant	O	205
H	O	206
10ft	O	206
(3m),	O	206
S	O	206
12ft	O	206
(4m)	O	206
ACANTHUS	O	207
ACANTHACEAE	O	207
Genus	O	207
of	O	207
perennials,	O	207
some	O	207
of	O	207
which	O	207
are	O	207
semievergreen,	O	207
grown	O	207
for	O	207
their	O	207
large,	O	207
deeply	O	207
cut	O	207
leaves	O	207
and	O	207
their	O	207
spikes	O	207
of	O	207
flowers	O	207
See	O	208
syringa	B	208
vulgaris	I	208
‘Belle	O	208
de	O	208
Nancy’	O	208
See	O	209
nolana	B	209
paradoxa	I	209
See	O	210
tradescantia	B	210
sillamontana	I	210
See	O	211
sedum	B	211
rupestre	I	211
See	O	212
veltheimia	B	212
bracteata	I	212
Is	O	213
generally	O	213
trouble-free	O	213
but	O	213
hypericum	O	213
x	O	213
inodorum	O	213
‘Elstead’	O	213
is	O	213
susceptible	O	213
to	O	213
rust,	O	213
which	O	213
produces	O	213
orange	O	213
spots	O	213
on	O	213
leaves,	O	213
hypericum	O	213
‘Hidcote’	O	213
to	O	213
a	O	213
virus	O	213
that	O	213
makes	B	213
leaves	I	213
narrow	I	213
and	O	213
variegated	O	213
arabis	B	214
procurrens	I	214
‘Variegata’,	O	214
syn	O	214
See	O	215
justicia	B	215
carnea	I	215
anthurium	B	216
scherzerianum	I	216
(Flamingo	O	216
flower)	O	216
See	O	217
syringa	B	217
vulgaris	I	217
‘Monge’	O	217
cuphea	O	218
x	O	218
purpurea	O	218
‘Firecracker’,	B	218
illus	I	218
arabis	B	219
blepharophylla	I	219
(California	O	219
rock	O	219
cress,	O	219
Rose	O	219
cress,	O	219
Fringed	O	219
rock	O	219
cress)	O	219
See	O	220
ceropegia	B	220
linearis	I	220
Sharp,	O	221
stiff,	O	221
glossy,	O	221
deep	O	221
green	O	221
leaves	O	221
are	O	221
whitish-green	O	221
beneath	O	221
rheum	B	222
palmatum	I	222
(Chinese	O	222
rhubarb)	O	222
See	O	223
hedera	B	223
helix	I	223
‘Pittsburgh’	O	223
See	O	224
thlaspi	B	224
cepaeifolium	I	224
subsp	O	224
Water	O	225
containerized	O	225
specimens	O	225
freely	O	225
when	O	225
in	O	225
full	O	225
growth,	O	225
less	O	225
at	O	225
other	O	225
times	O	225
acacia	O	226
baileyana,	O	226
illus	O	226
danäe	B	227
racemosa	I	227
(Alexandrian	O	227
laurel)	O	227
anthemis	B	228
tinctoria	I	228
(Golden	O	228
marguerite,	O	228
Ox-eye	O	228
chamomile)	O	228
‘Erythrocladum’	O	229
(illus	O	229
Has	O	230
feathery,	O	230
darkgreen,	O	230
basal	O	230
leaves	O	230
H	O	231
4ft	O	231
(1	O	231
ilex	B	232
aquifolium	I	232
(English	O	232
holly),	O	232
illus	O	232
See	O	233
mandevilla	B	233
laxa	I	233
See	O	234
ananas	B	234
bracteatus	I	234
var	O	234
phoenix	B	235
canariensis	I	235
(Canary	O	235
Island	O	235
date	O	235
palm)	O	235
ACIPHYLLA	O	236
UMBELLIFERAE/APIACEAE	O	236
Genus	O	236
of	O	236
evergreen	O	236
perennials,	O	236
grown	O	236
mainly	O	236
for	O	236
the	O	236
architectural	O	236
value	O	236
of	O	236
their	O	236
spiky	O	236
foliage	O	236
but	O	236
also	O	236
for	O	236
their	O	236
flowers,	O	236
which	O	236
are	O	236
produced	O	236
more	O	236
freely	O	236
on	O	236
male	O	236
plants	O	236
myosotis	B	237
sylvatica	I	237
‘White	O	237
Ball’	O	237
is	O	237
a	O	237
slowgrowing,	O	237
short-lived,	O	237
bushy,	O	237
compact	O	237
perennial,	O	237
grown	O	237
as	O	237
a	O	237
biennial	O	237
Spreading	O	238
perennial	O	238
Requires	O	239
plenty	O	239
of	O	239
sun	O	239
and	O	239
fertile,	O	239
well-drained	O	239
soil	O	239
See	O	240
potentilla	B	240
fruticosa	I	240
‘Beesii’	O	240
lonicera	B	241
japonica	I	241
(Japanese	O	241
honeysuckle)	O	241
Dahlias	O	242
may	O	242
be	O	242
subject	O	242
to	O	242
attack	O	242
by	O	242
aphids,	O	242
red	B	242
spider	I	242
mite	O	242
and	O	242
thrips	O	242
Upright	O	243
perennial	O	243
See	O	244
ilex	B	244
aquifolium	I	244
‘Watereriana’	O	244
See	O	245
liriope	B	245
muscari	I	245
exochorda	O	246
x	O	246
macrantha	O	246
‘The	B	246
Bride’,	I	246
illus	I	246
Slender,	O	247
prostrate	O	247
stems	B	247
bear	I	247
small,	I	247
linear	O	247
leaves	O	247
anemone	B	248
ranunculoides	I	248
‘Flore	O	248
Pleno’	O	248
is	O	248
a	O	248
spreading,	O	248
rhizomatous	O	248
perennial	O	248
See	O	249
hypsela	B	249
reniformis	I	249
H	O	250
3–4ft	O	250
(1–1	O	250
quercus	B	251
ilex	I	251
(Holly	O	251
oak,	O	251
Holm	O	251
oak)	O	251
See	O	252
anomatheca	B	252
laxa	I	252
acis	O	253
saccharinum,	O	253
illus	O	253
See	O	254
echinacea	B	254
purpurea	I	254
‘Doubledecker’	O	254
tiarella	B	255
cordifolia	I	255
var	O	255
H	O	256
3ft	O	256
(1m),	O	256
S	O	256
2ft	O	256
(60cm)	O	256
See	O	257
caltha	B	257
palustris	I	257
var	O	257
geranium	O	258
farreri	B	258
erinus	B	259
alpinus	I	259
‘Dr	O	259
Z7–9	O	260
H9–7	O	260
abutilon	B	261
pictum	I	261
of	O	261
gardens,	O	261
syn	O	261
See	O	262
aruncus	B	262
dioicus	I	262
See	O	263
rhapis	B	263
excelsa	I	263
See	O	264
solanum	B	264
laxum	I	264
capsicum	B	265
annuum	I	265
(Ornamental	O	265
pepper)	O	265
H	O	266
70ft	O	266
(20m),	O	266
S	O	266
50ft	O	266
(15m)	O	266
See	O	267
gardenia	B	267
jasminoides	I	267
lavandula	B	268
stoechas	I	268
(French	O	268
lavender),	O	268
illus	O	268
H	I	269
and	O	269
S	O	269
3ft	O	269
(1m)	O	269
artemisia	B	270
arborescens	I	270
‘Brass	O	270
Band’,	O	270
illus	O	270
anemone	B	271
hupehensis	I	271
‘September	O	271
Charm’	O	271
(illus	O	271
T	O	272
Contact	O	272
with	O	272
foliage	O	272
may	O	272
aggravate	O	272
skin	O	272
allergies	O	272
sempervivum	B	273
arachnoideum	I	273
(Cobweb	O	273
houseleek),	O	273
illus	O	273
Leaves	O	274
are	O	274
broad,	O	274
5-lobed	O	274
and	O	274
dark	O	274
green,	O	274
turning	O	274
yellow	O	274
in	O	274
fall	O	274
See	O	275
achimenes	O	275
erecta	O	275
prunus	B	276
maackii	I	276
(Amur	O	276
cherry)	O	276
Propagate	O	277
by	O	277
seed	O	277
in	O	277
spring	O	277
Z6–9	O	278
H9–5	O	278
Is	I	279
ideal	I	279
for	O	279
pond	O	279
sides	O	279
See	O	280
anemone	B	280
ranunculoides	I	280
‘Pleniflora’	O	280
H	O	281
50ft	O	281
(15m),	O	281
S	O	281
30ft	O	281
(10m)	B	281
Bears	O	282
stiff,	O	282
oval	O	282
leaves,	O	282
4–6in	O	282
(10–15cm)	O	282
long,	O	282
and	O	282
fragrant,	O	282
light	B	282
pink	I	282
flowers,	O	282
4in	O	282
(10cm)	O	282
across,	O	282
with	O	282
deep	O	282
pink-yellow	O	282
lips,	O	282
up	O	282
to	O	282
4	O	282
to	O	282
a	O	282
stem,	O	282
mainly	O	282
in	O	282
spring	O	282
See	O	283
potentilla	B	283
fruticosa	I	283
‘Abbotswood’	O	283
acantholimon	O	284
grandidentatum	O	284
Evergreen,	O	285
spreading	O	285
tree	O	285
Evergreen,	O	286
dense,	O	286
bushy	O	286
shrub	B	286
See	O	287
cyperus	B	287
papyrus	I	287
‘Nanus’	O	287
imperata	B	288
cylindrica	I	288
‘Rubra’,	O	288
illus	O	288
elaeagnus	B	289
pungens	I	289
‘Aureovariegata’,	O	289
illus	O	289
zantedeschia	B	290
aethiopica	I	290
will	O	290
also	O	290
grow	O	290
in	O	290
6–12in	O	290
(15–30cm)	O	290
of	O	290
water	O	290
and	O	290
therefore	O	290
is	O	290
suitable	O	290
as	O	290
a	O	290
