words	labels	sentence_id
turn	O	165
bright	O	165
orange-red	O	165
in	O	165
early	O	165
fall	O	165
capsicum	B	166
annuum	I	166
(Ornamental	O	166
pepper)	O	166
See	O	167
achimenes	O	167
erecta	O	167
See	O	168
potentilla	B	168
fruticosa	I	168
‘Daydawn’	O	168
leiophyllum	B	169
buxifolium	I	169
(Sand	O	169
myrtle)	O	169
See	O	170
nierembergia	B	170
linariifolia	I	170
In	O	171
early	O	171
and	O	171
mid-summer	O	171
produces	O	171
spikes	O	171
of	O	171
up	O	171
to	O	171
27	O	171
strongly	O	171
ruffled,	O	171
almost	O	171
translucent,	O	171
light	B	171
pink	I	171
flowers	O	171
Z3–9	O	172
H9–1	O	172
achillea	O	173
‘The	O	173
Beacon’,	O	173
illus	O	173
campanula	B	174
isophylla	I	174
(Italian	O	174
bellflower)	O	174
Z3–9	O	175
H9–1	O	175
ABIES	O	176
PINACEAE	O	176
Genus	O	176
of	O	176
tall	O	176
conifers	O	176
with	O	176
whorled	O	176
branches	O	176
physocarpus	B	177
opulifolius	I	177
(Ninebark)	O	177
See	O	178
potentilla	B	178
fruticosa	I	178
‘Elizabeth’	O	178
acorus	B	179
calamus	I	179
requires	O	179
up	O	179
to	O	179
10in	O	179
(25cm)	O	179
depth	O	179
of	O	179
water	O	179
abies	B	180
concolor	I	180
‘Glauca	O	180
Compacta’	O	180
(illus	O	180
acokanthera	O	181
rosea,	O	181
syn	O	181
picea	B	182
glauca	I	182
(White	O	182
spruce)	O	182
Propagate	O	183
by	O	183
softwood	O	183
cuttings	O	183
in	O	183
summer	O	183
or	O	183
by	B	183
seed	I	183
in	I	183
fall	O	183
See	O	184
ficus	B	184
pumila	I	184
Leaf-eating	O	185
caterpillars	O	185
or	O	185
aphids	O	185
sometimes	O	185
infest	O	185
plants,	O	185
and	O	185
maple	O	185
tar	O	185
spot	O	185
may	O	185
affect	O	185
acantholimon	O	185
platanoides	O	185
and	O	185
acantholimon	O	185
pseudoplatanus	O	185
glyceria	B	186
maxima	I	186
‘Variegata’,	O	186
syn	O	186
morus	B	187
alba	I	187
(White	O	187
mulberry)	O	187
See	O	188
echinocereus	B	188
pentalophus	I	188
See	O	189
haworthia	B	189
arachnoidea	I	189
See	O	190
rehmannia	B	190
elata	I	190
acis	O	191
tataricum	O	191
subsp	O	191
See	O	192
iris	B	192
ensata	I	192
See	O	193
pilosocereus	B	193
leucocephalus	I	193
hedera	B	194
helix	I	194
‘Gracilis’,	O	194
H	O	194
15ft	O	194
(5m),	O	194
has	O	194
sharply	O	194
lobed,	O	194
dark	O	194
green	O	194
leaves	O	194
that	O	194
turn	O	194
bronzepurple	O	194
in	O	194
winter;	O	194
is	O	194
not	O	194
suitable	O	194
for	O	194
groundcover	O	194
105),	O	195
H	O	195
6ft	O	195
(2m),	O	195
S	O	195
6–10ft	O	195
(2–3m),	O	195
is	O	195
a	O	195
cultivar	O	195
with	O	195
steel-blue	O	195
foliage	O	195
abutilon	B	196
pictum	I	196
of	O	196
gardens,	O	196
syn	O	196
Is	O	197
good	O	197
for	O	197
cut	O	197
flowers	O	197
and	O	197
drying	O	197
them	O	197
ilex	B	198
aquifolium	I	198
‘Waterer’s	O	198
Gold’,	O	198
H	O	198
and	O	198
S	O	198
15ft	O	198
(5m),	O	198
is	O	198
a	O	198
dense,	O	198
male	O	198
bush	O	198
with	O	198
green	O	198
young	O	198
branches	O	198
streaked	O	198
yellow	O	198
salvia	B	199
splendens	I	199
‘Ryco’,	O	199
S12–16in	O	199
(30–40cm),	O	199
has	O	199
dark	O	199
green	O	199
leaves	O	199
and	O	199
scarlet	O	199
flowers	O	199
See	O	200
peristrophe	B	200
hyssopifolia	I	200
Has	O	201
smooth,	O	201
gray	O	201
bark	O	201
and	O	201
gray-green	O	201
leaves	O	201
that	O	201
are	O	201
semi-spirally	O	201
arranged	O	201
acanthus	B	202
spinosus	I	202
(Spiny	O	202
bear’s	O	202
breeches),	O	202
illus	O	202
Is	O	203
suitable	O	203
for	O	203
a	O	203
rock	O	203
garden,	O	203
wall	O	203
or	O	203
bank	O	203
Small,	O	204
3-lobed,	O	204
glossy,	O	204
dark	O	204
green	O	204
leaves	O	204
remain	O	204
on	O	204
tree	O	204
until	O	204
late	O	204
fall	O	204
Has	O	205
silverygray	O	205
bark	O	205
and	O	205
dull	O	205
green	O	205
leaves,	O	205
silvery	O	205
beneath	O	205
‘Tickled	O	206
Pink’,	O	206
H	O	206
32–39in	O	206
(80–100cm),	O	206
is	O	206
variable	O	206
and	O	206
produces	O	206
flower	O	206
heads	O	206
from	O	206
rich	O	206
red-pink	O	206
to	O	206
softer,	O	206
pastel	O	206
shades	O	206
Z4–8	O	207
H8–1	O	207
abies	O	208
homolepis	O	208
(Nikko	O	208
fir)	O	208
Oblong,	O	209
violet-blue	O	209
cones	O	209
are	O	209
31/2–6in	O	209
(9–15cm)	O	209
long	O	209
See	O	210
acantholimon	O	210
palmatum	O	210
‘Sango-kaku’	O	210
anemone	O	211
x	O	211
hybrida	O	211
‘Prince	B	211
Henry’	I	211
has	I	211
single,	O	211
deep	O	211
pink	O	211
flowers	O	211
on	O	211
slender	O	211
stems	O	211
Bears	O	212
fragrant,	O	212
quarteredrosette,	O	212
fully	O	212
double,	O	212
carmine	O	212
to	O	212
light	B	212
pink	I	212
flowers,	O	212
4in	O	212
(10cm)	O	212
across,	O	212
in	O	212
summer	O	212
See	O	213
polypodium	B	213
interjectum	I	213
‘Cornubiense’	O	213
juniperus	B	214
scopulorum	I	214
(Rocky	O	214
Mountain	O	214
juniper)	O	214
See	O	215
fagus	B	215
sylvatica	I	215
f	O	215
Has	O	216
oval,	O	216
bronze	O	216
leaves	B	216
maturing	I	216
to	I	216
bright	O	216
green	O	216
hippophae	B	217
rhamnoides	I	217
(Sea	O	217
buckthorn),	O	217
illus	O	217
See	O	218
ailanthus	B	218
altissima	I	218
Propagate	O	219
by	O	219
semiripe	O	219
cuttings	O	219
in	O	219
summer	O	219
or	O	219
by	O	219
seed	O	219
in	O	219
fall;	O	219
increase	O	219
gaultheria	B	219
shallon	I	219
and	O	219
gaultheria	O	219
trichophylla	O	219
by	O	219
division	O	219
in	O	219
fall	O	219
or	O	219
spring	O	219
See	O	220
aloe	B	220
vera	I	220
‘Pfitzeriana	O	221
Aurea’	B	221
leonotis	B	222
leonurus	I	222
(Lion’s	O	222
ear),	O	222
illus	O	222
chamaecyparis	B	223
nootkatensis	I	223
(Alaska	O	223
cedar,	O	223
Nootka	O	223
false	O	223
cypress)	O	223
See	O	224
oplismenus	B	224
africanus	I	224
See	O	225
globularia	B	225
meridionalis	I	225
plectranthus	B	226
fructicosus	I	226
‘James’,	O	226
illus	O	226
H	O	227
30ft	O	227
(10m),	O	227
S	O	227
20ft	O	227
(6m)	O	227
See	O	228
syringa	B	228
vulgaris	I	228
SYRINGA	O	228
‘Maréchal	O	228
Foch’	O	228
podophyllum	B	229
hexandrum	I	229
Is	O	230
often	O	230
confused	O	230
with	O	230
fallopia	B	230
baldschuanica	I	230
ixora	B	231
coccinea	I	231
(Flame	O	231
of	O	231
the	O	231
woods,	O	231
Jungle	O	231
flame,	O	231
Jungle	O	231
geranium),	O	231
illus	O	231
(Silver	O	232
flea	O	232
vine,	O	232
Silver	O	232
lace	O	232
vine)	O	232
See	O	232
fallopia	B	232
baldschuanica	I	232
See	O	233
rhus	B	233
typhina	I	233
vancouveria	B	234
hexandra	I	234
See	O	235
veronica	B	235
prostrata	I	235
helleborus	I	236
x	O	236
hybridus	O	236
(Lenten	O	236
rose)	O	236
acaena	O	237
microphylla,	O	237
illus	O	237
gypsophila	B	238
paniculata	I	238
(Baby’s	O	238
breath)	O	238
Allow	O	239
plants	O	239
to	O	239
dry	O	239
out	O	239
after	O	239
flowering	O	239
and	O	239
store	O	239
rhizomes	O	239
in	O	239
a	O	239
frost-free	O	239
place	O	239
over	O	239
winter	O	239
babiana	B	240
rubrocyanea	I	240
(Winecups),	O	240
illus	O	240
Propagate	O	241
by	O	241
division	O	241
in	O	241
early	O	241
spring	O	241
or	O	241
fall	O	241
or	O	241
by	O	241
softwood	O	241
cuttings	O	241
in	O	241
early	O	241
summer	O	241
hedera	B	242
canariensis	I	242
H	O	243
and	O	243
S	O	243
12in	O	243
(30cm)	O	243
Silvery	O	244
buds	O	244
are	O	244
followed	O	244
by	O	244
lemon-yellow	O	244
flower	O	244
heads	O	244
from	O	244
early	O	244
summer	O	244
to	O	244
early	O	244
fall	O	244
See	O	245
pinus	B	245
wallichiana	I	245
Many	O	246
acers	O	246
produce	O	246
their	O	246
best	O	246
fall	O	246
color	O	246
on	O	246
neutral	O	246
to	O	246
acid	O	246
soil	O	246
ACCA	O	247
MYRTACEAE	O	247
Genus	O	247
of	O	247
evergreen,	O	247
opposite-leaved	O	247
shrubs,	O	247
grown	O	247
for	O	247
their	O	247
shallowly	O	247
cupshaped	O	247
flowers	O	247
osmanthus	B	248
heterophyllus	I	248
(False	O	248
holly)	O	248
See	O	249
aristolochia	B	249
macrophylla	I	249
hedera	B	250
helix	I	250
‘Caenwoodiana’	O	250
(Bird’s-foot	O	250
ivy),	O	250
H	O	250
12ft	O	250
(4m),	O	250
S	O	250
10ft	O	250
(3m),	O	250
has	O	250
gray-green	O	250
leaves	O	250
shaped	O	250
like	O	250
a	O	250
bird’s	O	250
foot;	O	250
is	O	250
not	O	250
suitable	O	250
for	O	250
groundcover	O	250
Tolerates	O	251
most	O	251
soils	O	251
but	O	251
does	O	251
best	O	251
in	O	251
a	O	251
sunny,	O	251
well-drained	O	251
site	O	251
H	O	252
4in	O	252
(10cm),	O	252
S	O	252
30in	O	252
(75cm)	O	252
or	O	252
more	O	252
abutilon	B	253
vitifolium	I	253
See	O	254
lobelia	B	254
cardinalis	I	254
buxus	B	255
microphylla	I	255
(Small-leaved	O	255
boxwood)	O	255
See	O	256
euphorbia	B	256
polychroma	I	256
See	O	257
oxalis	B	257
tetraphylla	I	257
Scale	O	258
insect	O	258
or	O	258
red	B	258
spider	I	258
mite	O	258
may	O	258
be	O	258
troublesome	O	258
alnus	B	259
glutinosa	I	259
(Black	O	259
alder,	O	259
Common	O	259
alder)	O	259
ACIPHYLLA	O	260
UMBELLIFERAE/APIACEAE	O	260
Genus	O	260
of	O	260
evergreen	O	260
perennials,	O	260
grown	O	260
mainly	O	260
for	O	260
the	O	260
architectural	O	260
value	O	260
of	O	260
their	O	260
spiky	O	260
foliage	O	260
but	O	260
also	O	260
for	O	260
their	O	260
flowers,	O	260
which	O	260
are	O	260
produced	O	260
more	O	260
freely	O	260
on	O	260
male	O	260
plants	O	260
See	O	261
paulownia	B	261
tomentosa	I	261
H	O	262
3–4ft	O	262
(1–1	O	262
Z12–11	O	263
H10–1	O	263
Erect	O	264
perennial	O	264
Narrowly	O	265
oblong,	O	265
wavy-edged,	O	265
graygreen	B	265
leaves	I	265
set	I	265
off	O	265
masses	O	265
of	O	265
white	O	265
flower	O	265
heads	O	265
in	O	265
late	O	265
spring	O	265
See	O	266
oenothera	B	266
fruticosa	I	266
subsp	O	266
See	O	267
allium	B	267
neapolitanum	I	267
Upright,	O	268
architectural	O	268
perennial	O	268
See	O	269
sasa	B	269
veitchii	I	269
Z3–9	O	270
H9–1	O	270
cortaderia	B	271
selloana	I	271
(Pampas	O	271
grass)	O	271
Clusters	O	272
of	O	272
small,	O	272
reddish-purple	O	272
flowers	O	272
open	O	272
in	O	272
mid-spring	O	272
IRIS	O	273
iris	B	273
pseudacorus	I	273
(Yellow	O	273
flag),	O	273
illus	O	273
Evergreen,	I	274
upright,	I	274
dense	O	274
shrub	O	274
abutilon	B	275
x	I	275
suntense	I	275
imperata	B	276
cylindrica	I	276
‘Rubra’,	O	276
illus	O	276
ilex	B	277
aquifolium	I	277
‘Aurea	O	277
Regina’,	O	277
H	O	277
30ft	O	277
(10m),	O	277
S	O	277
20ft	O	277
(6m),	O	277
is	O	277
a	O	277
dense	O	277
tree	O	277
that,	O	277
despite	O	277
its	O	277
name,	O	277
is	O	277
male	O	277
Clump-forming,	O	278
free-flowering	O	278
hybrid	O	278
between	O	278
an	O	278
herbaceous	O	278
perennial	O	278
and	O	278
a	O	278
tree	B	278
peony	I	278
See	O	279
emilia	B	279
coccinea	I	279
clematis	B	280
heracleifolia	I	280
of	O	280
gardens	O	280
See	O	281
deutzia	B	281
scabra	I	281
‘Plena’	O	281
phoenix	B	282
canariensis	I	282
(Canary	O	282
Island	O	282
date	O	282
palm)	O	282
Leaves	O	283
are	O	283
divided	O	283
into	O	283
9–15	O	283
oval,	O	283
toothed,	O	283
steel-blue	O	283
leaflets	O	283
ceratostigma	B	284
griffithii	I	284
(Leadwort)	O	284
viburnum	B	285
plicatum	I	285
‘Mariesii’,	O	285
illus	O	285
See	O	286
viburnum	B	286
plicatum	I	286
f	O	286
griselinia	B	287
littoralis	I	287
(Broadleaf)	O	287
See	O	288
anemone	O	288
x	O	288
hybrida	O	288
‘Elegans’	B	288
veratrum	B	289
nigrum	I	289
(Dark	O	289
mullein)	O	289
See	O	290
gloriosa	B	290
superba	I	290
‘Rothschildiana’	O	290
See	O	291
lysichiton	B	291
americanus	I	291
Z5–7	O	292
H7–5	O	292
laxiflorum,	O	293
illus	O	293
‘Corallinum’,	O	294
illus	O	294
Most	O	295
prefer	O	295
full	O	295
sun	O	295
and	O	295
wet	O	295
or	O	295
moist	O	295
soil;	O	295
some	O	295
such	O	295
